property_id,location_id,page_url,property_type,price,location,city,province_name,latitude,longitude,baths,area_sqft,purpose,bedrooms,date_added,agency,agent
102549,10,https://www.zameen.com/Property/karachi_nazimabad_102549.html,Flat,8000.0,Nazimabad,Karachi,Sindh,24.798474,67.123475,1,803.9,For Rent,2,2023-10-11,Agency 39,Agent 54
102551,2,https://www.zameen.com/Property/karachi_clifton_102551.html,Room,8000.0,Clifton,Karachi,Sindh,25.038674,66.867582,1,494.5,For Rent,1,2023-05-23,Agency 26,Agent 90
102553,1,https://www.zameen.com/Property/karachi_dha_defence_102553.html,House,23450.0,DHA Defence,Karachi,Sindh,24.939282,67.168308,2,4573.4,For Rent,2,2023-01-10,Agency 40,Agent 16
102555,7,https://www.zameen.com/Property/karachi_gulistan-e-jauhar_102555.html,Room,8000.0,Gulistan-e-Jauhar,Karachi,Sindh,24.723455,67.074375,1,598.3,For Rent,1,2024-11-23,Agency 33,Agent 26
102564,11,https://www.zameen.com/Property/karachi_federal_b_area_102564.html,House,8000.0,Federal B Area,Karachi,Sindh,24.868768,67.032321,2,2837.2,For Rent,2,2024-06-13,Agency 6,Agent 105
102566,10,https://www.zameen.com/Property/karachi_nazimabad_102566.html,Upper Portion,8822.0,Nazimabad,Karachi,Sindh,24.985594,66.833741,3,1663.9,For Rent,3,2024-05-23,Agency 21,Agent 9
102571,8,https://www.zameen.com/Property/karachi_malir_102571.html,Room,8000.0,Malir,Karachi,Sindh,24.776396,66.936294,1,375.6,For Rent,1,2024-10-03,Agency 40,Agent 26
102572,8,https://www.zameen.com/Property/karachi_malir_102572.html,House,8000.0,Malir,Karachi,Sindh,24.886412,67.104168,4,2038.9,For Rent,4,2024-04-11,Agency 3,Agent 81
102574,13,https://www.zameen.com/Property/karachi_shah_faisal_town_102574.html,Lower Portion,8000.0,Shah Faisal Town,Karachi,Sindh,25.003154,66.866041,2,1386.7,For Rent,3,2024-11-30,Agency 17,Agent 68
102576,15,https://www.zameen.com/Property/karachi_surjani_town_102576.html,House,13864.0,Surjani Town,Karachi,Sindh,24.800712,67.107537,4,7471.9,For Rent,4,2024-09-30,Agency 6,Agent 17
102577,14,https://www.zameen.com/Property/karachi_landhi_102577.html,Flat,8000.0,Landhi,Karachi,Sindh,24.994994,67.095159,1,1723.4,For Rent,1,2024-05-24,Agency 36,Agent 68
102599,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_102599.html,Flat,8000.0,Gulshan-e-Iqbal Town,Karachi,Sindh,25.03848,66.831992,1,963.7,For Rent,2,2023-03-09,Agency 14,Agent 4
102602,6,https://www.zameen.com/Property/karachi_north_nazimabad_102602.html,House,22434.0,North Nazimabad,Karachi,Sindh,24.747572,67.172642,2,7212.3,For Rent,3,2023-12-09,Agency 28,Agent 110
102603,1,https://www.zameen.com/Property/karachi_dha_defence_102603.html,Upper Portion,10658.0,DHA Defence,Karachi,Sindh,24.935958,67.033384,3,2207.7,For Rent,3,2023-07-04,Agency 19,Agent 34
102604,3,https://www.zameen.com/Property/karachi_bahria_town_karachi_102604.html,Farm House,87043.0,Bahria Town Karachi,Karachi,Sindh,24.719429,67.010642,5,20795.9,For Rent,7,2024-10-18,Agency 4,Agent 84
102605,11,https://www.zameen.com/Property/karachi_federal_b_area_102605.html,House,17024.0,Federal B Area,Karachi,Sindh,24.82533,66.886265,5,5058.8,For Rent,6,2023-05-27,Agency 4,Agent 10
102613,9,https://www.zameen.com/Property/karachi_korangi_102613.html,House,10403.0,Korangi,Karachi,Sindh,24.955811,66.900677,2,6454.2,For Rent,3,2024-05-20,Agency 37,Agent 91
102619,7,https://www.zameen.com/Property/karachi_gulistan-e-jauhar_102619.html,House,15305.0,Gulistan-e-Jauhar,Karachi,Sindh,24.698785,66.930609,4,7636.5,For Rent,5,2023-05-24,Agency 14,Agent 35
102625,12,https://www.zameen.com/Property/karachi_scheme_33_102625.html,Flat,8000.0,Scheme 33,Karachi,Sindh,24.864709,67.036272,3,1019.8,For Rent,4,2024-06-13,Agency 12,Agent 86
102632,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_102632.html,Lower Portion,8000.0,Gulshan-e-Iqbal Town,Karachi,Sindh,24.915332,67.001354,2,981.3,For Rent,2,2023-11-12,Agency 29,Agent 22
102639,6,https://www.zameen.com/Property/karachi_north_nazimabad_102639.html,Room,8000.0,North Nazimabad,Karachi,Sindh,24.746359,66.932547,1,412.3,For Rent,1,2024-05-09,Agency 8,Agent 11
102641,7,https://www.zameen.com/Property/karachi_gulistan-e-jauhar_102641.html,Upper Portion,8000.0,Gulistan-e-Jauhar,Karachi,Sindh,24.784753,66.882545,1,928.8,For Rent,2,2024-04-30,Agency 16,Agent 99
102642,2,https://www.zameen.com/Property/karachi_clifton_102642.html,Room,8000.0,Clifton,Karachi,Sindh,25.025349,67.03918,1,515.9,For Rent,1,2024-07-09,Agency 39,Agent 61
102643,6,https://www.zameen.com/Property/karachi_north_nazimabad_102643.html,Lower Portion,8000.0,North Nazimabad,Karachi,Sindh,25.006334,66.856052,3,2161.0,For Rent,3,2024-07-15,Agency 20,Agent 57
102645,8,https://www.zameen.com/Property/karachi_malir_102645.html,House,15913.0,Malir,Karachi,Sindh,24.80854,67.053908,3,8236.7,For Rent,3,2024-05-08,Agency 39,Agent 12
102646,5,https://www.zameen.com/Property/karachi_pechs_102646.html,Farm House,88410.0,PECHS,Karachi,Sindh,24.83061,67.026639,4,25135.7,For Rent,5,2024-01-10,Agency 13,Agent 50
102648,15,https://www.zameen.com/Property/karachi_surjani_town_102648.html,Farm House,15369.0,Surjani Town,Karachi,Sindh,24.877352,66.935226,4,9071.8,For Rent,4,2023-06-17,Agency 23,Agent 23
102658,14,https://www.zameen.com/Property/karachi_landhi_102658.html,House,14016.0,Landhi,Karachi,Sindh,24.77753,67.159777,3,7648.9,For Rent,4,2024-08-19,Agency 36,Agent 55
102662,12,https://www.zameen.com/Property/karachi_scheme_33_102662.html,Flat,8000.0,Scheme 33,Karachi,Sindh,24.860063,67.017809,3,1671.8,For Rent,3,2024-07-17,Agency 15,Agent 117
102666,7,https://www.zameen.com/Property/karachi_gulistan-e-jauhar_102666.html,Flat,8000.0,Gulistan-e-Jauhar,Karachi,Sindh,24.81584,66.990574,3,901.7,For Rent,4,2024-08-30,Agency 36,Agent 96
102667,9,https://www.zameen.com/Property/karachi_korangi_102667.html,Room,8000.0,Korangi,Karachi,Sindh,24.896484,66.885661,1,592.5,For Rent,1,2024-09-11,Agency 5,Agent 52
102671,8,https://www.zameen.com/Property/karachi_malir_102671.html,Lower Portion,8000.0,Malir,Karachi,Sindh,25.030322,66.840402,4,1757.4,For Rent,4,2024-07-06,Agency 18,Agent 36
102682,8,https://www.zameen.com/Property/karachi_malir_102682.html,House,8000.0,Malir,Karachi,Sindh,24.692005,66.941957,1,4682.1,For Rent,2,2024-01-14,Agency 36,Agent 118
102687,6,https://www.zameen.com/Property/karachi_north_nazimabad_102687.html,House,24792.0,North Nazimabad,Karachi,Sindh,25.004756,67.028682,3,7407.0,For Rent,4,2024-01-01,Agency 14,Agent 54
102693,3,https://www.zameen.com/Property/karachi_bahria_town_karachi_102693.html,Flat,9990.0,Bahria Town Karachi,Karachi,Sindh,24.952819,67.0319,2,1487.8,For Rent,3,2024-02-19,Agency 27,Agent 64
102710,15,https://www.zameen.com/Property/karachi_surjani_town_102710.html,Flat,8000.0,Surjani Town,Karachi,Sindh,25.010509,66.915658,1,2228.6,For Rent,2,2024-08-05,Agency 28,Agent 77
102712,3,https://www.zameen.com/Property/karachi_bahria_town_karachi_102712.html,House,28478.0,Bahria Town Karachi,Karachi,Sindh,24.721151,66.881691,2,6971.8,For Rent,3,2024-11-01,Agency 32,Agent 13
102713,6,https://www.zameen.com/Property/karachi_north_nazimabad_102713.html,House,10494.0,North Nazimabad,Karachi,Sindh,24.706311,67.004134,2,2759.8,For Rent,2,2023-07-05,Agency 33,Agent 111
102716,5,https://www.zameen.com/Property/karachi_pechs_102716.html,Upper Portion,8000.0,PECHS,Karachi,Sindh,24.804411,67.071767,2,1504.9,For Rent,3,2024-05-26,Agency 17,Agent 73
102724,11,https://www.zameen.com/Property/karachi_federal_b_area_102724.html,House,14385.0,Federal B Area,Karachi,Sindh,24.783074,67.000364,2,5788.6,For Rent,2,2024-05-25,Agency 30,Agent 55
102733,10,https://www.zameen.com/Property/karachi_nazimabad_102733.html,House,10115.0,Nazimabad,Karachi,Sindh,24.795695,66.896836,3,2229.4,For Rent,5,2024-10-01,Agency 3,Agent 9
102737,12,https://www.zameen.com/Property/karachi_scheme_33_102737.html,House,20438.0,Scheme 33,Karachi,Sindh,24.825361,67.075412,2,6051.3,For Rent,2,2023-02-14,Agency 16,Agent 26
102740,7,https://www.zameen.com/Property/karachi_gulistan-e-jauhar_102740.html,House,19441.0,Gulistan-e-Jauhar,Karachi,Sindh,24.689518,67.010462,2,8315.4,For Rent,3,2024-03-25,Agency 40,Agent 92
102745,1,https://www.zameen.com/Property/karachi_dha_defence_102745.html,House,14620.0,DHA Defence,Karachi,Sindh,24.682524,67.050141,3,2843.4,For Rent,4,2023-08-15,Agency 14,Agent 36
102750,9,https://www.zameen.com/Property/karachi_korangi_102750.html,Upper Portion,8000.0,Korangi,Karachi,Sindh,24.932098,66.900397,3,1141.0,For Rent,4,2023-02-26,Agency 25,Agent 58
102751,6,https://www.zameen.com/Property/karachi_north_nazimabad_102751.html,Farm House,69787.0,North Nazimabad,Karachi,Sindh,24.90965,67.177339,5,27916.5,For Rent,5,2023-12-15,Agency 25,Agent 6
102754,6,https://www.zameen.com/Property/karachi_north_nazimabad_102754.html,Upper Portion,8000.0,North Nazimabad,Karachi,Sindh,24.89005,66.879822,2,1239.5,For Rent,2,2023-10-24,Agency 4,Agent 26
102757,3,https://www.zameen.com/Property/karachi_bahria_town_karachi_102757.html,Upper Portion,12274.0,Bahria Town Karachi,Karachi,Sindh,24.72148,67.018238,3,1634.0,For Rent,3,2023-12-28,Agency 39,Agent 19
102761,12,https://www.zameen.com/Property/karachi_scheme_33_102761.html,Flat,8030.0,Scheme 33,Karachi,Sindh,24.776447,67.170826,2,1817.8,For Rent,3,2024-01-26,Agency 14,Agent 50
102770,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_102770.html,Flat,8000.0,Gulshan-e-Iqbal Town,Karachi,Sindh,24.8638,66.951524,3,2437.0,For Rent,3,2024-05-31,Agency 22,Agent 86
102776,12,https://www.zameen.com/Property/karachi_scheme_33_102776.html,Upper Portion,9481.0,Scheme 33,Karachi,Sindh,24.940598,66.947737,3,1781.9,For Rent,3,2023-09-07,Agency 18,Agent 105
102777,5,https://www.zameen.com/Property/karachi_pechs_102777.html,Flat,8000.0,PECHS,Karachi,Sindh,24.739579,66.962739,1,1193.8,For Rent,1,2023-10-06,Agency 13,Agent 44
102796,15,https://www.zameen.com/Property/karachi_surjani_town_102796.html,Flat,8000.0,Surjani Town,Karachi,Sindh,24.926227,67.052685,1,2552.0,For Rent,1,2023-08-31,Agency 17,Agent 35
102798,12,https://www.zameen.com/Property/karachi_scheme_33_102798.html,House,16473.0,Scheme 33,Karachi,Sindh,24.790061,67.065179,2,8842.0,For Rent,3,2024-06-29,Agency 1,Agent 115
102802,7,https://www.zameen.com/Property/karachi_gulistan-e-jauhar_102802.html,Flat,10730.0,Gulistan-e-Jauhar,Karachi,Sindh,25.019824,66.911593,3,2327.9,For Rent,3,2023-12-19,Agency 29,Agent 95
102809,12,https://www.zameen.com/Property/karachi_scheme_33_102809.html,Upper Portion,8000.0,Scheme 33,Karachi,Sindh,24.714979,67.111369,2,1974.3,For Rent,3,2023-05-27,Agency 12,Agent 72
102812,3,https://www.zameen.com/Property/karachi_bahria_town_karachi_102812.html,Lower Portion,8869.0,Bahria Town Karachi,Karachi,Sindh,24.728566,67.013863,3,1296.8,For Rent,3,2023-03-03,Agency 20,Agent 44
102815,7,https://www.zameen.com/Property/karachi_gulistan-e-jauhar_102815.html,House,11121.0,Gulistan-e-Jauhar,Karachi,Sindh,24.914164,66.84531,4,4604.7,For Rent,5,2024-08-26,Agency 21,Agent 116
102816,11,https://www.zameen.com/Property/karachi_federal_b_area_102816.html,Room,8000.0,Federal B Area,Karachi,Sindh,24.858831,66.856345,1,541.5,For Rent,1,2023-07-04,Agency 37,Agent 63
102818,13,https://www.zameen.com/Property/karachi_shah_faisal_town_102818.html,Lower Portion,8000.0,Shah Faisal Town,Karachi,Sindh,24.747084,67.121378,1,1441.5,For Rent,2,2023-09-24,Agency 15,Agent 39
102820,5,https://www.zameen.com/Property/karachi_pechs_102820.html,House,16435.0,PECHS,Karachi,Sindh,24.77266,67.111984,4,1159.1,For Rent,6,2023-05-29,Agency 10,Agent 106
102822,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_102822.html,Lower Portion,9574.0,Gulshan-e-Iqbal Town,Karachi,Sindh,24.757033,67.09104,3,1280.4,For Rent,3,2023-06-05,Agency 26,Agent 81
102826,13,https://www.zameen.com/Property/karachi_shah_faisal_town_102826.html,House,8000.0,Shah Faisal Town,Karachi,Sindh,24.957426,67.148691,3,2400.1,For Rent,4,2024-03-11,Agency 10,Agent 94
102828,9,https://www.zameen.com/Property/karachi_korangi_102828.html,Flat,8000.0,Korangi,Karachi,Sindh,24.742199,66.904194,3,2467.7,For Rent,3,2023-06-16,Agency 16,Agent 91
102833,11,https://www.zameen.com/Property/karachi_federal_b_area_102833.html,Lower Portion,9454.0,Federal B Area,Karachi,Sindh,24.717229,67.121305,3,2014.2,For Rent,3,2023-07-21,Agency 11,Agent 24
102841,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_102841.html,Flat,8000.0,Gulshan-e-Iqbal Town,Karachi,Sindh,24.819982,67.057092,2,2302.8,For Rent,2,2024-10-03,Agency 14,Agent 104
102845,9,https://www.zameen.com/Property/karachi_korangi_102845.html,House,9113.0,Korangi,Karachi,Sindh,24.718085,67.174878,3,3883.9,For Rent,3,2024-03-09,Agency 29,Agent 110
102848,12,https://www.zameen.com/Property/karachi_scheme_33_102848.html,House,17879.0,Scheme 33,Karachi,Sindh,24.955848,67.024531,2,8623.6,For Rent,2,2023-04-20,Agency 23,Agent 28
102856,10,https://www.zameen.com/Property/karachi_nazimabad_102856.html,House,18515.0,Nazimabad,Karachi,Sindh,24.760755,67.188649,1,7089.2,For Rent,2,2023-02-06,Agency 35,Agent 6
102862,3,https://www.zameen.com/Property/karachi_bahria_town_karachi_102862.html,Farm House,65430.0,Bahria Town Karachi,Karachi,Sindh,24.746472,67.120442,5,14356.2,For Rent,5,2023-02-05,Agency 32,Agent 7
102864,9,https://www.zameen.com/Property/karachi_korangi_102864.html,House,10439.0,Korangi,Karachi,Sindh,24.880018,67.11662,4,4522.0,For Rent,4,2024-04-04,Agency 39,Agent 27
102865,5,https://www.zameen.com/Property/karachi_pechs_102865.html,Farm House,76541.0,PECHS,Karachi,Sindh,24.695344,66.966477,5,22196.1,For Rent,5,2024-07-31,Agency 25,Agent 102
102874,12,https://www.zameen.com/Property/karachi_scheme_33_102874.html,Room,8000.0,Scheme 33,Karachi,Sindh,24.793333,66.982959,1,548.4,For Rent,1,2023-01-29,Agency 32,Agent 117
102879,7,https://www.zameen.com/Property/karachi_gulistan-e-jauhar_102879.html,House,11767.0,Gulistan-e-Jauhar,Karachi,Sindh,24.859596,67.113702,2,4547.3,For Rent,3,2023-05-06,Agency 22,Agent 67
102880,7,https://www.zameen.com/Property/karachi_gulistan-e-jauhar_102880.html,Lower Portion,8000.0,Gulistan-e-Jauhar,Karachi,Sindh,24.951694,67.00309,2,1101.2,For Rent,3,2024-02-24,Agency 16,Agent 65
102884,1,https://www.zameen.com/Property/karachi_dha_defence_102884.html,Lower Portion,18979.0,DHA Defence,Karachi,Sindh,24.914347,67.081976,1,2221.2,For Rent,2,2024-01-04,Agency 6,Agent 104
102903,7,https://www.zameen.com/Property/karachi_gulistan-e-jauhar_102903.html,House,15210.0,Gulistan-e-Jauhar,Karachi,Sindh,24.697227,67.076067,3,6982.9,For Rent,4,2023-06-01,Agency 38,Agent 2
102905,6,https://www.zameen.com/Property/karachi_north_nazimabad_102905.html,Flat,8000.0,North Nazimabad,Karachi,Sindh,24.932917,67.058991,2,1374.7,For Rent,2,2023-01-02,Agency 5,Agent 13
102908,9,https://www.zameen.com/Property/karachi_korangi_102908.html,Lower Portion,8000.0,Korangi,Karachi,Sindh,24.690375,67.059408,3,1405.8,For Rent,3,2023-05-08,Agency 19,Agent 68
102914,9,https://www.zameen.com/Property/karachi_korangi_102914.html,Upper Portion,8000.0,Korangi,Karachi,Sindh,25.031881,67.113387,4,1644.1,For Rent,4,2023-12-28,Agency 39,Agent 87
102916,5,https://www.zameen.com/Property/karachi_pechs_102916.html,Flat,8000.0,PECHS,Karachi,Sindh,24.95095,66.99075,2,2265.7,For Rent,2,2023-11-06,Agency 36,Agent 6
102917,11,https://www.zameen.com/Property/karachi_federal_b_area_102917.html,Lower Portion,8000.0,Federal B Area,Karachi,Sindh,24.842115,67.143542,3,1298.4,For Rent,3,2023-07-21,Agency 21,Agent 6
102924,1,https://www.zameen.com/Property/karachi_dha_defence_102924.html,House,36942.0,DHA Defence,Karachi,Sindh,24.827903,67.139762,4,3910.4,For Rent,4,2024-04-14,Agency 27,Agent 89
102926,5,https://www.zameen.com/Property/karachi_pechs_102926.html,House,32151.0,PECHS,Karachi,Sindh,24.785984,67.033207,5,7244.0,For Rent,5,2023-10-18,Agency 19,Agent 84
102927,10,https://www.zameen.com/Property/karachi_nazimabad_102927.html,Farm House,56282.0,Nazimabad,Karachi,Sindh,24.682827,66.94839,3,21958.4,For Rent,4,2024-04-16,Agency 14,Agent 29
102931,14,https://www.zameen.com/Property/karachi_landhi_102931.html,Room,8000.0,Landhi,Karachi,Sindh,24.759793,67.16468,1,434.5,For Rent,1,2023-07-26,Agency 40,Agent 58
102933,9,https://www.zameen.com/Property/karachi_korangi_102933.html,Farm House,35163.0,Korangi,Karachi,Sindh,24.785264,67.183036,3,26609.8,For Rent,4,2024-04-28,Agency 33,Agent 43
102935,2,https://www.zameen.com/Property/karachi_clifton_102935.html,Flat,8000.0,Clifton,Karachi,Sindh,24.744196,66.994215,2,1557.8,For Rent,2,2023-01-16,Agency 4,Agent 10
102940,13,https://www.zameen.com/Property/karachi_shah_faisal_town_102940.html,House,18685.0,Shah Faisal Town,Karachi,Sindh,24.948805,67.111902,5,7523.6,For Rent,6,2023-03-20,Agency 18,Agent 118
102943,9,https://www.zameen.com/Property/karachi_korangi_102943.html,House,8000.0,Korangi,Karachi,Sindh,24.783006,66.957156,2,2815.0,For Rent,2,2023-01-17,Agency 24,Agent 1
102948,15,https://www.zameen.com/Property/karachi_surjani_town_102948.html,Flat,8000.0,Surjani Town,Karachi,Sindh,24.701418,66.989457,2,2354.1,For Rent,2,2023-01-21,Agency 15,Agent 34
102950,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_102950.html,Flat,8000.0,Gulshan-e-Iqbal Town,Karachi,Sindh,24.69996,66.937105,3,1715.6,For Rent,3,2023-09-30,Agency 31,Agent 80
102953,11,https://www.zameen.com/Property/karachi_federal_b_area_102953.html,Lower Portion,8000.0,Federal B Area,Karachi,Sindh,24.742314,66.852165,2,1826.7,For Rent,2,2024-01-17,Agency 9,Agent 49
102955,15,https://www.zameen.com/Property/karachi_surjani_town_102955.html,Flat,8000.0,Surjani Town,Karachi,Sindh,24.738455,67.000641,2,682.1,For Rent,2,2024-05-14,Agency 37,Agent 100
102958,3,https://www.zameen.com/Property/karachi_bahria_town_karachi_102958.html,Flat,8000.0,Bahria Town Karachi,Karachi,Sindh,24.956483,66.836728,3,969.3,For Rent,3,2024-08-22,Agency 37,Agent 23
102962,12,https://www.zameen.com/Property/karachi_scheme_33_102962.html,House,14167.0,Scheme 33,Karachi,Sindh,24.831964,67.168623,6,5363.6,For Rent,6,2023-12-10,Agency 25,Agent 78
102963,6,https://www.zameen.com/Property/karachi_north_nazimabad_102963.html,Flat,8000.0,North Nazimabad,Karachi,Sindh,24.861634,67.16155,3,1584.5,For Rent,3,2023-01-20,Agency 9,Agent 53
102966,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_102966.html,Upper Portion,8000.0,Gulshan-e-Iqbal Town,Karachi,Sindh,24.857433,66.98512,2,1587.4,For Rent,2,2023-05-24,Agency 24,Agent 5
102968,8,https://www.zameen.com/Property/karachi_malir_102968.html,Flat,8000.0,Malir,Karachi,Sindh,25.027392,66.84117,3,1371.5,For Rent,3,2024-02-24,Agency 3,Agent 86
102970,1,https://www.zameen.com/Property/karachi_dha_defence_102970.html,Flat,12513.0,DHA Defence,Karachi,Sindh,24.842739,66.949919,1,1879.7,For Rent,1,2024-06-06,Agency 22,Agent 34
102971,9,https://www.zameen.com/Property/karachi_korangi_102971.html,House,12372.0,Korangi,Karachi,Sindh,25.026935,66.962789,3,7658.3,For Rent,3,2023-05-27,Agency 33,Agent 120
102983,14,https://www.zameen.com/Property/karachi_landhi_102983.html,Flat,8000.0,Landhi,Karachi,Sindh,24.727154,67.164777,2,2524.7,For Rent,2,2023-09-22,Agency 40,Agent 104
102985,6,https://www.zameen.com/Property/karachi_north_nazimabad_102985.html,Upper Portion,8000.0,North Nazimabad,Karachi,Sindh,24.911561,66.936223,3,2099.2,For Rent,3,2024-02-03,Agency 15,Agent 117
102997,10,https://www.zameen.com/Property/karachi_nazimabad_102997.html,House,12343.0,Nazimabad,Karachi,Sindh,24.723412,67.093542,4,3200.4,For Rent,6,2024-06-08,Agency 9,Agent 57
103003,11,https://www.zameen.com/Property/karachi_federal_b_area_103003.html,House,8000.0,Federal B Area,Karachi,Sindh,25.035482,67.142661,3,1390.9,For Rent,4,2024-08-29,Agency 38,Agent 28
103005,8,https://www.zameen.com/Property/karachi_malir_103005.html,Upper Portion,8000.0,Malir,Karachi,Sindh,24.853387,67.047554,2,2109.8,For Rent,3,2023-08-09,Agency 4,Agent 84
103008,9,https://www.zameen.com/Property/karachi_korangi_103008.html,House,9021.0,Korangi,Karachi,Sindh,24.791091,67.005874,3,8349.6,For Rent,3,2023-07-19,Agency 16,Agent 97
103010,5,https://www.zameen.com/Property/karachi_pechs_103010.html,Flat,10818.0,PECHS,Karachi,Sindh,24.706437,66.997269,3,2556.1,For Rent,3,2024-08-05,Agency 16,Agent 6
103011,12,https://www.zameen.com/Property/karachi_scheme_33_103011.html,Upper Portion,8000.0,Scheme 33,Karachi,Sindh,24.908228,66.871354,2,1301.3,For Rent,3,2024-10-07,Agency 39,Agent 65
103018,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_103018.html,Lower Portion,8000.0,Gulshan-e-Iqbal Town,Karachi,Sindh,24.925219,66.934473,2,1064.8,For Rent,3,2024-10-11,Agency 40,Agent 84
103021,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_103021.html,Flat,8000.0,Gulshan-e-Iqbal Town,Karachi,Sindh,25.035427,67.118816,2,1674.9,For Rent,3,2023-12-30,Agency 22,Agent 85
103025,11,https://www.zameen.com/Property/karachi_federal_b_area_103025.html,Upper Portion,8000.0,Federal B Area,Karachi,Sindh,24.701714,66.980872,2,2085.3,For Rent,3,2024-09-08,Agency 37,Agent 98
103037,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_103037.html,House,15725.0,Gulshan-e-Iqbal Town,Karachi,Sindh,24.963886,66.940993,3,3596.3,For Rent,4,2024-05-06,Agency 20,Agent 73
103038,12,https://www.zameen.com/Property/karachi_scheme_33_103038.html,House,10624.0,Scheme 33,Karachi,Sindh,24.79371,67.107593,2,3865.7,For Rent,3,2024-11-03,Agency 33,Agent 49
103041,15,https://www.zameen.com/Property/karachi_surjani_town_103041.html,House,9317.0,Surjani Town,Karachi,Sindh,24.886511,66.88182,3,3997.5,For Rent,4,2023-01-14,Agency 38,Agent 78
103044,9,https://www.zameen.com/Property/karachi_korangi_103044.html,Flat,8000.0,Korangi,Karachi,Sindh,24.936497,67.188827,2,2284.7,For Rent,2,2023-09-04,Agency 22,Agent 81
103045,15,https://www.zameen.com/Property/karachi_surjani_town_103045.html,Upper Portion,8000.0,Surjani Town,Karachi,Sindh,24.72548,67.004846,3,1830.2,For Rent,3,2024-03-22,Agency 21,Agent 73
103046,11,https://www.zameen.com/Property/karachi_federal_b_area_103046.html,Upper Portion,8000.0,Federal B Area,Karachi,Sindh,24.818875,67.111636,2,1504.8,For Rent,2,2024-07-30,Agency 37,Agent 59
103047,8,https://www.zameen.com/Property/karachi_malir_103047.html,House,8000.0,Malir,Karachi,Sindh,24.918725,66.916792,3,1349.5,For Rent,3,2024-09-04,Agency 27,Agent 50
103052,12,https://www.zameen.com/Property/karachi_scheme_33_103052.html,House,14721.0,Scheme 33,Karachi,Sindh,25.01888,67.179898,2,6581.3,For Rent,2,2023-10-05,Agency 39,Agent 90
103057,7,https://www.zameen.com/Property/karachi_gulistan-e-jauhar_103057.html,Flat,8000.0,Gulistan-e-Jauhar,Karachi,Sindh,24.874094,67.106416,2,1628.5,For Rent,2,2024-05-21,Agency 6,Agent 76
103067,13,https://www.zameen.com/Property/karachi_shah_faisal_town_103067.html,Flat,8000.0,Shah Faisal Town,Karachi,Sindh,24.940665,66.938424,2,2483.4,For Rent,3,2024-11-13,Agency 14,Agent 70
103069,12,https://www.zameen.com/Property/karachi_scheme_33_103069.html,House,12474.0,Scheme 33,Karachi,Sindh,24.960844,67.162291,4,3941.6,For Rent,6,2024-02-11,Agency 19,Agent 19
103070,10,https://www.zameen.com/Property/karachi_nazimabad_103070.html,Farm House,47974.0,Nazimabad,Karachi,Sindh,24.794965,67.156892,4,23948.7,For Rent,4,2024-09-27,Agency 16,Agent 37
103072,6,https://www.zameen.com/Property/karachi_north_nazimabad_103072.html,Flat,11561.0,North Nazimabad,Karachi,Sindh,24.822163,66.940978,3,2627.8,For Rent,3,2024-04-22,Agency 39,Agent 25
103075,2,https://www.zameen.com/Property/karachi_clifton_103075.html,Flat,16084.0,Clifton,Karachi,Sindh,25.03852,67.111137,2,2315.3,For Rent,2,2023-01-19,Agency 18,Agent 115
103077,2,https://www.zameen.com/Property/karachi_clifton_103077.html,House,36077.0,Clifton,Karachi,Sindh,24.913081,66.846967,3,8058.6,For Rent,4,2024-09-07,Agency 13,Agent 59
103078,11,https://www.zameen.com/Property/karachi_federal_b_area_103078.html,House,14870.0,Federal B Area,Karachi,Sindh,24.995298,66.986383,4,5499.6,For Rent,6,2023-08-24,Agency 33,Agent 55
103079,3,https://www.zameen.com/Property/karachi_bahria_town_karachi_103079.html,Lower Portion,8000.0,Bahria Town Karachi,Karachi,Sindh,24.747427,67.074969,2,1212.5,For Rent,3,2024-02-23,Agency 5,Agent 62
103080,10,https://www.zameen.com/Property/karachi_nazimabad_103080.html,House,13910.0,Nazimabad,Karachi,Sindh,24.759747,67.077283,3,6325.0,For Rent,4,2024-01-29,Agency 36,Agent 114
103085,1,https://www.zameen.com/Property/karachi_dha_defence_103085.html,Upper Portion,22049.0,DHA Defence,Karachi,Sindh,25.034646,67.11407,3,2158.0,For Rent,4,2024-04-09,Agency 32,Agent 50
103091,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_103091.html,House,32846.0,Gulshan-e-Iqbal Town,Karachi,Sindh,24.806576,67.051012,5,7123.1,For Rent,5,2024-07-17,Agency 19,Agent 102
103096,5,https://www.zameen.com/Property/karachi_pechs_103096.html,Lower Portion,12565.0,PECHS,Karachi,Sindh,24.732847,67.09915,3,1479.5,For Rent,3,2023-02-17,Agency 33,Agent 24
